detailCategory,detailSource,partner,period,paymentId,txnType,speedFlag,processingMethod,payerFunding,payeeFunding,payerCcy,payeeCcy,payerCountry,payeeCountry,accountId,paymentType,submissionDate,creditCompleteDate,creditCompleteMonth,payerEmail,payerBusinessName,payeeEmail,payeeBusinessName,creditRail,transactionProcessingMethodRaw,fundingMethodUsed,payeeAmountCurrency,payeeAmount,usdAmountDebited,paymentUsdEquivalentAmount,estRevenue,txnTypeRaw,isRTP,isFasterAch,partnerGroupSource,initiatorStatus,typeDefn,reversalDate,paymentPriority,stampliFxDirection,customerMarkupPct,stampliBuyRatePct,stampliMarkupPct,stampliMarkupPctCalculated,stampliMarkupPctUsed,stampliMarkupPctMatchesSheet,stampliMarkupAmount,stampliMarkupAmountProvided,stampliMarkupAmountCalculated,stampliMarkupAmountMatchesSheet,midMarketFallbackUsed
transaction,offline_billing,Stampli,2026-05,7343794,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1916176,payment,2026-04-27,2026-05-01,2026-05,85235948017768700255d29cd055ad74500a77be7d5c908870b@stampli.com,Natcomm,affinitech-6a6553ce-55de-4554-8321-0dd912b0a46b-USD@stampli.com,"Communication Solutions, Inc. - Natcomm, Inc.",CITI,Nacha,Bank,USD,577,577,577,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342689,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1776048,payment,2026-04-27,2026-05-01,2026-05,92005772717649531274849ef31f29340f2a137c44164046802@stampli.com,Chugach School District,chugachschools-50298f34-e08a-492a-b05e-5692f512982a-USD@stampli.com,"WILES, NAOMI",CITI,Nacha,Bank,USD,799.59,799.59,799.59,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347954,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695307,payment,2026-04-28,2026-05-01,2026-05,4639322931758291335cbc299380c0d49e6a6dc8d584bf66279@stampli.com,"Physician's Management Company of Texas, LLC",vivoap-d553bc03-672c-4674-9a11-1e4a287710a1-USD@stampli.com,"GIS Procurement, LLC",CITI,Nacha,Bank,USD,5847.02,5847.02,5847.02,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7332118,USD Abroad,Standard,Wire,Bank,Bank,USD,USD,US,EC,1620641,payment,2026-04-24,2026-05-01,2026-05,54146014717510265275e04a9f8eba14e5d848598c95549b13f@stampli.com,Operation Smile,operationsmile-c5669e65-228b-487f-a501-6256a0035b73-USD@stampli.com,Operation Smile Ecuador,CITI,Nacha,Bank,USD,45532.11,45532.11,45532.11,0,USD Abroad,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346660,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1908855,payment,2026-04-27,2026-05-01,2026-05,4312032261776357932d411bb297f6e49ea97e093b4a75dcc82@stampli.com,"C. Bennett Building Supply, Inc.",cbennett-7337a9cd-160c-41d4-8cbf-344ff5a5d410-USD@stampli.com,BSH HOME APPLIANCES CORP,CITI,Nacha,Bank,USD,10608.84,10608.84,10608.84,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352572,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904789,payment,2026-04-28,2026-05-04,2026-05,86243404317761770410fccf4ff0c134871921f2398b8773ea8@stampli.com,Henrico Health and Rehabilitation Center,hrtgcs-cd85669c-98f5-4966-972e-55078ef04ed6-USD@stampli.com,Bektek Enterprises LLC,CITI,Nacha,Bank,USD,764.4,764.4,764.4,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341553,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1841085,payment,2026-04-27,2026-05-01,2026-05,8145404381770813496137a946464004eeebb8d94f44e4a86f6@stampli.com,"Intersect USA, LLC",intersect-486161ed-742f-4a9e-991c-4c746bb7f5e5-USD@stampli.com,Daniel + Krynson Jesko DBA Anew on Park Avenue,CITI,Nacha,Bank,USD,1600,1600,1600,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342885,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1423387,payment,2026-04-27,2026-05-01,2026-05,2728855721728935757c4f40455f40e4cdeb4b2fc6932179d06@stampli.com,"Strategic Dental Executives, LLC",cdp-df289736-20af-438f-b087-424f58d2f5b6-USD@stampli.com,Daniel A Rincon,CITI,Nacha,Bank,USD,587,587,587,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355723,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1740028,payment,2026-04-28,2026-05-04,2026-05,2015824081761924640330ea4b1235d4a05a0db8eda5ebcb54b@stampli.com,"Raleigh Durham Medical Group, PA + RDMG Associates, PA",praxiop-6c37b096-298d-42f2-8bbd-00971ec4f776-USD@stampli.com,Triangle Real Estate Company,CITI,Nacha,Bank,USD,12110.72,12110.72,12110.72,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354597,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904967,payment,2026-04-28,2026-05-04,2026-05,852646273177618067786e9095d460f4105831f14d757c5134c@stampli.com,Fairfax Rehabilitation and Nursing Center,hrtgcs-89cc984a-3b43-483c-a265-01b557c2fbee-USD@stampli.com,"Indeed, Inc.",CITI,Nacha,Bank,USD,190,190,190,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353162,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1449472,payment,2026-04-28,2026-05-04,2026-05,2059873991732147278b68c4a67896045d9b07b7fe50a06474d@stampli.com,Latino Community Fund of Washington State,lcf-63353d93-55b1-413e-a655-37922f822d5e-USD@stampli.com,Ingrid Berkhout,CITI,Nacha,Bank,USD,2166.11,2166.11,2166.11,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7344870,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1309373,payment,2026-04-27,2026-05-01,2026-05,742934658171347646162ffb8e7ed2b40dd8449c287f5d60ff4@stampli.com,"Walton Signage, Ltd.",waltonsignage-a3f3c405-1440-4391-a778-a0ef831f5c13-USD@stampli.com,"Engineering Solutions TN, LLC",CITI,Nacha,Bank,USD,2805.25,2805.25,2805.25,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347767,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1410659,payment,2026-04-27,2026-05-01,2026-05,92137467817273583532dcb3b38ef624792ba8bfe764f86b7b3@stampli.com,"Powered By FTGU, LLC",ourhome-b6812998-a8a1-45ae-aba5-222cc7c6ecc9-USD@stampli.com,Sensient Colors LLC,CITI,Nacha,Bank,USD,243438.5,243438.5,243438.5,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346090,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1311002,payment,2026-04-27,2026-05-01,2026-05,2617149161713800075824e2162d6be4e1480854b13f3343220@stampli.com,"ESM Technologies, LLC dba Stratum Nutrition",stratum-97e24352-5c98-4cf9-9e3f-1e00eea171f7-USD@stampli.com,"Burdock and Associates, Inc.",CITI,Nacha,Bank,USD,4450,4450,4450,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347617,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1831569,payment,2026-04-27,2026-05-01,2026-05,95287593117700488746b9ec56ab45946e5b6e24dfff0b1d613@stampli.com,American Golf Corporation,agc-86c2a31d-914f-4434-a42f-3ebd0087b088-USD@stampli.com,Mint Green,CITI,Nacha,Bank,USD,222,222,222,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7344269,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904970,payment,2026-04-27,2026-05-01,2026-05,8624344561776180682cc8824dc7d1949808d00a27230f30742@stampli.com,Springtree Health,hrtgcs-510244f0-9d98-4113-abb2-dd5aebde9225-USD@stampli.com,Ashpa Management,CITI,Nacha,Bank,USD,5050,5050,5050,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7343718,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1418283,payment,2026-04-27,2026-05-01,2026-05,74195101617283153051a47d981ec77406c87427d5a6a123562@stampli.com,First Service Credit Union,fscu-56f11c67-6624-48e3-838f-8127e3d6fbb1-USD@stampli.com,Cummins - Allison Corp,CITI,Nacha,Bank,USD,23702.04,23702.04,23702.04,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356631,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1546573,payment,2026-04-29,2026-05-04,2026-05,9906424921743527741585f3a6af56c4ba3a0d7939f7cc04c0d@stampli.com,"Explor South Rim, LLC",explorusap-17744491-d6e7-4792-a892-4eeb1b6a5355-USD@stampli.com,Shamrock Foods Company PHX,CITI,Nacha,Bank,USD,1529.46,1529.46,1529.46,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7350781,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1398408,payment,2026-04-28,2026-05-04,2026-05,5610665591725893932d0df72f1c75649478ec849c56f390a7a@stampli.com,Carolinas Telco FCU,ctelco-0b133de1-5baa-4916-8048-8a6b152fe45b-USD@stampli.com,Alogent Holdings Inc,CITI,Nacha,Bank,USD,3447,3447,3447,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345404,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1463341,payment,2026-04-27,2026-05-01,2026-05,133954527173453672954fda82db0114057bd8e11ee967687e0@stampli.com,Clove Lakes Nursing & Rehabilitation,infinitecare-26b37331-27d1-4861-98f8-3cd366eb19a2-USD@stampli.com,Culinary Depot,CITI,Nacha,Bank,USD,4498.1,4498.1,4498.1,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352986,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1776048,payment,2026-04-28,2026-05-04,2026-05,92005772717649531274849ef31f29340f2a137c44164046802@stampli.com,Chugach School District,chugachschools-95474f69-e858-4e5a-8d55-49862fc3d479-USD@stampli.com,"EVANS, KIM",CITI,Nacha,Bank,USD,2270,2270,2270,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7361111,USD Abroad,Standard,Wire,Bank,Bank,USD,USD,US,SE,1813809,payment,2026-04-29,2026-05-02,2026-05,8339966751768422858762e9466f7a543299e556f96afb8a09f@stampli.com,"1X Technologies, Inc.",us-ap1xtech-cca3295a-a411-4149-8e3b-3703adbcd2b8-USD@stampli.com,Krouli Solutions AB,CITI,Wire,Bank,USD,460,460,460,0,USD Abroad,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7338409,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1738822,payment,2026-04-27,2026-05-01,2026-05,3939665951761835287976addf4d7fd4e7691b66bf0fb2522e9@stampli.com,"Beach Air Heating, Cooling, Plumbing & Electrical, LLC",aps-0bd732bf-47b5-48d3-b3ff-96ae2a25b93c-USD@stampli.com,"Beach Air, LLC",CITI,Nacha,Bank,USD,10368,10368,10368,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355680,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1736396,payment,2026-04-28,2026-05-04,2026-05,8404599441761660050a3cb51fc6398411085dbaf6442fc1445@stampli.com,Young Men's Christian Association of Boulder Valley,noco_0869-131aac5e-5f57-4aa2-971b-472c587f43b8-USD@stampli.com,Eco.Cycle Inc.,CITI,Nacha,Bank,USD,198.06,198.06,198.06,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352730,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1418280,payment,2026-04-28,2026-05-04,2026-05,3408611211728315281dca7c89deb9f471da5c2d09d8230abb8@stampli.com,Volunteers of American Ohio &amp; Indiana,voaohin-709ef888-65fd-42f6-9791-34cba7b36164-USD@stampli.com,STAPLES,CITI,Nacha,Bank,USD,57.19,57.19,57.19,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347586,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1862661,payment,2026-04-27,2026-05-01,2026-05,4131717901772825480ba58a842710843169882fa02f17a8010@stampli.com,"IPX Power USA, LLC",ipxpower-2210c2df-ca41-467a-9aec-3f3d151a7133-USD@stampli.com,"Tesla, Inc.",CITI,Nacha,Bank,USD,678168.98,678168.98,678168.98,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7343795,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1916176,payment,2026-04-27,2026-05-01,2026-05,85235948017768700255d29cd055ad74500a77be7d5c908870b@stampli.com,Natcomm,affinitech-c0e342da-644b-4912-93ce-79b22e758a6c-USD@stampli.com,"Jemcko Communications, LLC - Natcomm, Inc.",CITI,Nacha,Bank,USD,708.39,708.39,708.39,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352619,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404467,payment,2026-04-28,2026-05-04,2026-05,33015172517265107651c1fc8c83bd54c48bfe9da1930ceabfb@stampli.com,Newport One,newportone-addb18ab-f8bc-4166-961f-0ed1d8482f8b-USD@stampli.com,"Sigma Computing, Inc.",CITI,Nacha,Bank,USD,2855.31,2855.31,2855.31,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7340325,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1461137,payment,2026-04-27,2026-05-01,2026-05,20437645017341057321689cf3ea0074bc8852c7b0f2acaadaf@stampli.com,"Cescaphe Limited, LLC",cescaphe-db558324-f764-47fb-ad3c-8c54e8b3bdb2-USD@stampli.com,SAMUELS & SON - Cescaphe,CITI,Nacha,Bank,USD,18196.88,18196.88,18196.88,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352430,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404205,payment,2026-04-28,2026-05-04,2026-05,4807343941726494341de3c5e68aac647cdb2d3ecf1a76e5f1f@stampli.com,"cfm Distributors, Inc",cfmdistrib-468e1fd0-0358-4403-bf8e-c48ba9a878ce-USD@stampli.com,Parker Hannifin Corporation- Sporlan,CITI,Nacha,Bank,USD,7705.31,7705.31,7705.31,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346902,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1822731,payment,2026-04-27,2026-05-01,2026-05,8509656391769201137ac42d5555afa4a3398d755396182bd20@stampli.com,"Star Furniture Company, LLC",starfurniture-c38ee682-5b0e-4ac5-bad1-5bf1e2104d3c-USD@stampli.com,A.R.T.,CITI,Nacha,Bank,USD,39543.88,39543.88,39543.88,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346355,USD Abroad,Standard,Wire,Bank,Bank,USD,USD,US,PH,1478857,payment,2026-04-27,2026-05-02,2026-05,2701728601736696721d507b0c7097340e58c44d3ab350df7e2@stampli.com,HIS INTERNATIONAL GROUP LLC,bentexgroup-277432a5-dcd5-4329-8d29-161113859423-USD@stampli.com,ARNEL B LAMBUSON,CITI,Wire,Bank,USD,4193.57,4193.57,4193.57,0,USD Abroad,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341238,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404264,payment,2026-04-27,2026-05-01,2026-05,81091324217264971007f0abc689cc34eb8a29213a5ba195cb0@stampli.com,Freedom Care LLC,freedomcare-431c9da0-a4f0-4ce1-966b-a9120894b5fa-USD@stampli.com,"Health Advocate Solutions, Inc.",CITI,Nacha,Bank,USD,2751,2751,2751,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355206,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904872,payment,2026-04-28,2026-05-04,2026-05,8625238881776178934566a6107a30a4beab890702f33ba8e5e@stampli.com,Alamance Health Care Center,hrtgcs-80c9eb8d-eedc-4911-ad55-f5e4fe81f8a7-USD@stampli.com,Virtair Inc.,CITI,Nacha,Bank,USD,4178.4,4178.4,4178.4,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346064,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1545669,payment,2026-04-27,2026-05-01,2026-05,4536012191743429015ae576d02895e43c98fcaaeb29e42e8f9@stampli.com,World Insurance Associates LLC,worldinsurance-e7bbf763-d3e7-479e-afdf-a6b623c7bfac-USD@stampli.com,Converge Technology Solutions LLC,CITI,Nacha,Bank,USD,64249.81,64249.81,64249.81,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356119,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1401936,payment,2026-04-28,2026-05-04,2026-05,9542300281726155929ad2187236d2e4b04ad445a7cbdaf029e@stampli.com,TA CHEN INTERNATIONAL INC,tci-547e3d21-afe7-497c-b693-979403658c8e-USD@stampli.com,TOSHIBA BUSINESS SOLUTION,CITI,Nacha,Bank,USD,431.5,431.5,431.5,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346895,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695377,payment,2026-04-27,2026-05-01,2026-05,8519619151758294047e95c4043e9cb4cb4bbbd0f588f0284a3@stampli.com,CIVIC Infusion Valhalla,vivoap-85a58a60-b43b-43a1-9a41-8e7316d01de9-USD@stampli.com,McKesson Specialty Distribution,CITI,Nacha,Bank,USD,477404,477404,477404,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353160,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904870,payment,2026-04-28,2026-05-04,2026-05,86252401517761789293b7603ed37244364a04d8da2c86b5a6d@stampli.com,Lynchburg Health,hrtgcs-8c43ee30-37fe-4a1b-b0c3-92637450b7f0-USD@stampli.com,ACS Pro Global Solutions LLC,CITI,Nacha,Bank,USD,1527.2,1527.2,1527.2,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346062,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1545669,payment,2026-04-27,2026-05-01,2026-05,4536012191743429015ae576d02895e43c98fcaaeb29e42e8f9@stampli.com,World Insurance Associates LLC,worldinsurance-44c8e69e-3a56-43ab-8f46-04a4b6f15dd9-USD@stampli.com,LRN Corporation,CITI,Nacha,Bank,USD,36330,36330,36330,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7340974,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1461137,payment,2026-04-27,2026-05-01,2026-05,20437645017341057321689cf3ea0074bc8852c7b0f2acaadaf@stampli.com,"Cescaphe Limited, LLC",cescaphe-9b144a2a-1981-44e6-9473-94374ab91209-USD@stampli.com,WEBER GALLAGHER SIMPSON STAPLETON FIRES & NEWBY LLP,CITI,Nacha,Bank,USD,2850,2850,2850,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7337211,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1418223,payment,2026-04-25,2026-05-01,2026-05,8235486821728310524bbd63da54a2e41d198e9f13f47617b10@stampli.com,"Seven Point Energy Services, Inc.",sevenpoint-011e5d00-a212-4f3d-a49e-7bd5754b24c8-USD@stampli.com,GoFleet Corporation,CITI,Nacha,Bank,USD,1796,1796,1796,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7344405,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904983,payment,2026-04-27,2026-05-01,2026-05,86246246917761807158354c946f3be48d8a77c5ade90b0b437@stampli.com,Stanleytown Health,hrtgcs-dccd8f98-6838-47e1-b7f7-0c6ee8114137-USD@stampli.com,Medical Facilities of America Consulting,CITI,Nacha,Bank,USD,7227.69,7227.69,7227.69,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347798,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1906645,payment,2026-04-27,2026-05-01,2026-05,458774616177627604069bb3078394f422fa1272c0297e02a5d@stampli.com,Phillip Sarofim,trousdalevc-52cecbae-1bd1-4836-ab75-ef237f52c83a-USD@stampli.com,Crozier Fine Arts,CITI,Nacha,Bank,USD,4032.42,4032.42,4032.42,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7340995,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1581891,payment,2026-04-27,2026-05-01,2026-05,2040008891747314924dd41eefdc2c6415ba76508b958125028@stampli.com,"Apex Display Group, LLC",apexpop-866fa1d1-0c42-4fcf-8716-43d32060ed41-USD@stampli.com,Sutherland Packaging,CITI,Nacha,Bank,USD,9504.52,9504.52,9504.52,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345547,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1291424,payment,2026-04-27,2026-05-01,2026-05,9010227091711120376c65d36f41c954546b54ce0b0de51467b@stampli.com,Goop Inc,goopap-43eca184-59c7-4079-b8dc-052ce39f2ef1-USD@stampli.com,Google Inc.,CITI,Nacha,Bank,USD,48839.23,48839.23,48839.23,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7348892,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1414217,payment,2026-04-28,2026-05-04,2026-05,920019395172772644722ffc890fc1345d99ccc7af2ef8796f7@stampli.com,Mat-Su Health Foundation,mshf-19757bf2-c5c5-4e33-b77b-be3a9dfcb9f9-USD@stampli.com,"Mat-Su CNA Training Program, LLC",CITI,Nacha,Bank,USD,3424,3424,3424,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7349722,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1852753,payment,2026-04-28,2026-05-04,2026-05,852780726177195949449c4d35e3adc43f49d1f8b110be10ab4@stampli.com,"Blevins Solar, LLC",nationalgridrenewables-6a85dcb8-3f8d-4fa0-b032-616c6a8d2172-USD@stampli.com,Tenaska Power Services Company,CITI,Nacha,Bank,USD,15679.6,15679.6,15679.6,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353204,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1433603,payment,2026-04-28,2026-05-04,2026-05,35252338317302277590a7d3e10d4d14a7588f56ef9b39548a6@stampli.com,Cordant Heath Solutions,cordanths-64420064-2c8e-4277-bae6-ff240767c678-USD@stampli.com,Megan Cantu,CITI,Nacha,Bank,USD,260,260,260,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339816,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1402911,payment,2026-04-27,2026-05-01,2026-05,9422662661726251322e4f4d1a184ff446493907bfae0e936cc@stampli.com,BiRite Foodservice Distributors,biriteap-dfcebeff-8485-491c-9dee-bded05bdd0a9-USD@stampli.com,RELIANT DRY ICE PACIFIC,CITI,Nacha,Bank,USD,1197.95,1197.95,1197.95,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339981,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1831552,payment,2026-04-27,2026-05-01,2026-05,8305758101770048046fa4ccaec35454303ae91d99a601db6fc@stampli.com,"Alabama Infusion Services, LLC",flexcareinfusion-e32fec6d-a4d2-4c20-97d4-b270f47dc02a-USD@stampli.com,McKesson Specialty Care Dist.,CITI,Nacha,Bank,USD,385592.06,385592.06,385592.06,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347180,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1402279,payment,2026-04-27,2026-05-01,2026-05,9528759311726178447a357c4a210384206aa2b6eaf4204b6de@stampli.com,American Golf Corporation,agc-3c41a55e-002d-4481-b070-3a7f8522088a-USD@stampli.com,Harrell's LLC,CITI,Nacha,Bank,USD,725.21,725.21,725.21,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346264,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1478857,payment,2026-04-27,2026-05-01,2026-05,2701728601736696721d507b0c7097340e58c44d3ab350df7e2@stampli.com,HIS INTERNATIONAL GROUP LLC,bentexgroup-a4c3946a-294b-4736-86bf-973148e263d0-USD@stampli.com,VISAKAI,CITI,Nacha,Bank,USD,14948.49,14948.49,14948.49,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341629,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1905013,payment,2026-04-27,2026-05-01,2026-05,991182865177618153825ffb33555264c8f9e304a68ba7a9ac0@stampli.com,Abe Nursing,hrtgcs-510244f0-9d98-4113-abb2-dd5aebde9225-USD@stampli.com,Ashpa Management,CITI,Nacha,Bank,USD,655,655,655,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342589,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1333652,payment,2026-04-27,2026-05-01,2026-05,3008935811716928243e906e45f35ba487c907582519379338d@stampli.com,"National Grid Renewables Development, LLC",nationalgridrenewables-90355200-10cf-4be3-a7db-fc5216477610-USD@stampli.com,Katy Frances Anderson Hardin,CITI,Nacha,Bank,USD,9701.7,9701.7,9701.7,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346104,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1872578,payment,2026-04-27,2026-05-01,2026-05,2019490901773695718b4b859e1280d4198b2f516eeca405152@stampli.com,"Dellridge Health and Rehabiliation Center, LLC",familyofcaring-de862a85-2bc3-407a-b7b1-5a252c623dcf-USD@stampli.com,"IntelyCare, Inc.",CITI,Nacha,Bank,USD,1060.2,1060.2,1060.2,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
